"Node","X","Y","Z","Displacement in X","Displacement in Y","Displacement in Z","Displacement Magnitude"
195,20,70,270,-3.45256912714607E-05,1.16783463289416E-06,-4.4025637234909E-06,3.48248440461893E-05
196,20,70,255,-3.28279778298831E-05,4.26592069756931E-07,-4.45503850898052E-06,3.31316386149218E-05
197,115,70,5,-4.10441092371262E-06,1.36831069840662E-06,5.36099968414672E-06,6.88903337279526E-06
198,115,70,20,-5.8128121361375E-06,5.51601532641673E-07,5.37998476076382E-06,7.93960233304483E-06
199,105,70,20,-5.85529051195726E-06,-5.66300506970415E-07,4.37926774851773E-06,7.33369683425892E-06
200,105,70,5,-4.16789595026705E-06,3.31302366145932E-07,4.31637986896711E-06,6.00934714285095E-06
201,115,70,255,-3.08261814269412E-05,2.47136318472718E-06,5.41066810611905E-06,3.13948471363072E-05
202,115,70,270,-3.21537164737736E-05,1.75355809660363E-06,5.27332909138295E-06,3.26304221360988E-05
203,105,70,270,-3.24291230850568E-05,-1.89583147723325E-06,4.30491600545497E-06,3.2768498636188E-05
204,105,70,255,-3.10109895803511E-05,-1.07851625221834E-06,4.40503253704746E-06,3.13408516749528E-05
205,10,70,-75,4.1673368024452E-06,-2.91366889006557E-06,-5.3093407597926E-06,7.3515482539085E-06
206,20,70,-75,4.18058237516416E-06,-2.61007744369479E-06,-4.27071692816989E-06,6.52141060953644E-06
207,115,70,-75,4.20211627566807E-06,2.36073506759222E-06,5.46001675018535E-06,7.28303742719332E-06
208,105,70,-75,4.21777852979937E-06,2.27927802816274E-06,4.36959155539466E-06,6.48676301533194E-06
209,105,70,345,-4.17517980988848E-05,-1.57665055917054E-06,4.32919706649991E-06,4.2005242752737E-05
210,115,70,345,-4.17273582293771E-05,-1.42714908139208E-06,5.45688376160265E-06,4.21068493204007E-05
211,20,70,345,-4.16873275184244E-05,1.578951019504E-07,-4.62035417089841E-06,4.19428883025018E-05
212,10,70,345,-4.16864341577225E-05,2.69525496809413E-07,-5.7038545860195E-06,4.20757102604106E-05
213,10,180,262.5,-3.83166401115422E-05,1.41597247433674E-07,-8.69990331286557E-06,3.92921528663311E-05
214,15,180,255,-3.74987513800124E-05,2.10393985557785E-07,-8.18153526562311E-06,3.83814817326243E-05
215,15,180,270,-3.90691577037265E-05,5.85623528841707E-07,-8.18148013005119E-06,3.99209049961872E-05
216,20,180,262.5,-3.83161352223068E-05,6.37920677277586E-07,-7.66154416708296E-06,3.90798211381368E-05
